73, [s0.0-b, s0.0-g, s0.1-b, s0.1-g, s0.2-b, s0.2-g, s0.3-b, s0.3-g, s0.4-b, s0.4-g, s0.5-b, s0.5-g, s1.0-b, s1.0-g, s1.1-b, s1.1-g, s1.2-b, s1.2-g, s1.3-b, s1.3-g, s1.4-b, s1.4-g, s1.5-b, s1.5-g, s2.0-b, s2.0-g, s2.1-b, s2.1-g, s2.2-b, s2.2-g, s2.3-b, s2.3-g, s2.4-b, s2.4-g, s2.5-b, s2.5-g, s3.0-b, s3.0-g, s3.1-b, s3.1-g, s3.2-b, s3.2-g, s3.3-b, s3.3-g, s3.4-b, s3.4-g, s3.5-b, s3.5-g, s4.0-b, s4.0-g, s4.1-b, s4.1-g, s4.2-b, s4.2-g, s4.3-b, s4.3-g, s4.4-b, s4.4-g, s4.5-b, s4.5-g, s5.0-b, s5.0-g, s5.1-b, s5.1-g, s5.2-b, s5.2-g, s5.3-b, s5.3-g, s5.4-b, s5.4-g, s5.5-b, s5.5-g, exit]
3, [e-gbb, e-bgb, e-bbg]
8, [North, South, East, West, Sample, Check0, Check1, Check2]
3, [Bad, Good, Nothing]

123, [pt_0.0, pt_1.0, pt_2.0, po_0.0_0, po_0.0_1, po_0.0_2, po_0.0_3, po_0.0_4, po_0.0_5, po_0.0_6, po_0.0_7, po_0.0_8, po_0.0_9, po_0.0_10, po_0.0_11, po_0.0_12, po_0.0_13, po_0.0_14, po_0.0_15, po_0.0_16, po_0.0_17, po_0.0_18, po_0.1_0, po_0.1_1, po_0.1_2, po_0.1_3, po_0.1_4, po_0.1_5, po_0.1_6, po_0.1_7, po_0.1_8, po_0.1_9, po_0.1_10, po_0.1_11, po_0.1_12, po_0.1_13, po_0.1_14, po_0.1_15, po_0.1_16, po_0.1_17, po_0.1_18, po_1.0_0, po_1.0_1, po_1.0_2, po_1.0_3, po_1.0_4, po_1.0_5, po_1.0_6, po_1.0_7, po_1.0_8, po_1.0_9, po_1.0_10, po_1.0_11, po_1.0_12, po_1.0_13, po_1.0_14, po_1.0_15, po_1.0_16, po_1.0_17, po_1.0_18, po_1.1_0, po_1.1_1, po_1.1_2, po_1.1_3, po_1.1_4, po_1.1_5, po_1.1_6, po_1.1_7, po_1.1_8, po_1.1_9, po_1.1_10, po_1.1_11, po_1.1_12, po_1.1_13, po_1.1_14, po_1.1_15, po_1.1_16, po_1.1_17, po_1.1_18, po_2.0_0, po_2.0_1, po_2.0_2, po_2.0_3, po_2.0_4, po_2.0_5, po_2.0_6, po_2.0_7, po_2.0_8, po_2.0_9, po_2.0_10, po_2.0_11, po_2.0_12, po_2.0_13, po_2.0_14, po_2.0_15, po_2.0_16, po_2.0_17, po_2.0_18, po_2.1_0, po_2.1_1, po_2.1_2, po_2.1_3, po_2.1_4, po_2.1_5, po_2.1_6, po_2.1_7, po_2.1_8, po_2.1_9, po_2.1_10, po_2.1_11, po_2.1_12, po_2.1_13, po_2.1_14, po_2.1_15, po_2.1_16, po_2.1_17, po_2.1_18, r_0.0, r_0.1, r_1.0, r_1.1, r_2.0, r_2.1]
[1, 0, 0, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.89685, 1.0, 0.81498, 0.75, 0.698425, 0.860631, 0.79826, 0.7408, 0.69286, 0.76011, 0.717358, 0.677918, 0.687607, 0.65749, 0.635314, 0.653928, 0.64408, 0.629979, 0.613883, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, -10, 10, -10, -10, -10, -10]
[0, 1, 0, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.89685, 1.0, 0.81498, 0.75, 0.698425, 0.860631, 0.79826, 0.7408, 0.69286, 0.76011, 0.717358, 0.677918, 0.687607, 0.65749, 0.635314, 0.653928, 0.64408, 0.629979, 0.613883, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, -10, -10, -10, 10, -10, -10]
[0, 0, 1, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.10315, 0.0, 0.18502, 0.25, 0.301575, 0.139369, 0.201739, 0.2592, 0.30714, 0.23989, 0.282642, 0.322082, 0.312393, 0.34251, 0.364686, 0.346072, 0.355919, 0.370021, 0.386117, 0.89685, 1.0, 0.81498, 0.75, 0.698425, 0.860631, 0.79826, 0.7408, 0.69286, 0.76011, 0.717358, 0.677918, 0.687607, 0.65749, 0.635314, 0.653928, 0.64408, 0.629979, 0.613883, -10, -10, -10, -10, -10, 10]

# Transition function (s,a,s -> p)
45,7,45 -> 1
46,0,58 -> 1
46,1,34 -> 1
46,2,72 -> 1
46,3,44 -> 1
47,0,59 -> 1
47,1,35 -> 1
47,2,72 -> 1
47,3,45 -> 1
46,5,46 -> 1
47,5,47 -> 1
46,6,46 -> 1
47,6,47 -> 1
46,7,46 -> 1
47,7,47 -> 1
48,0,60 -> 1
48,1,36 -> 1
48,2,50 -> 1
48,3,48 -> 1
49,0,61 -> 1
49,1,37 -> 1
49,2,51 -> 1
49,3,49 -> 1
48,5,48 -> 1
49,5,49 -> 1
48,6,48 -> 1
49,6,49 -> 1
48,7,48 -> 1
49,7,49 -> 1
50,0,62 -> 1
50,1,38 -> 1
50,2,52 -> 1
50,3,48 -> 1
51,0,63 -> 1
51,1,39 -> 1
51,2,53 -> 1
51,3,49 -> 1
50,5,50 -> 1
51,5,51 -> 1
50,6,50 -> 1
51,6,51 -> 1
50,7,50 -> 1
51,7,51 -> 1
52,0,64 -> 1
52,1,40 -> 1
52,2,54 -> 1
52,3,50 -> 1
53,0,65 -> 1
53,1,41 -> 1
53,2,55 -> 1
53,3,51 -> 1
52,5,52 -> 1
53,5,53 -> 1
52,6,52 -> 1
53,6,53 -> 1
52,7,52 -> 1
53,7,53 -> 1
54,0,66 -> 1
54,1,42 -> 1
54,2,56 -> 1
54,3,52 -> 1
55,0,67 -> 1
55,1,43 -> 1
55,2,57 -> 1
55,3,53 -> 1
54,5,54 -> 1
55,5,55 -> 1
54,6,54 -> 1
55,6,55 -> 1
54,7,54 -> 1
55,7,55 -> 1
56,0,68 -> 1
56,1,44 -> 1
56,2,58 -> 1
56,3,54 -> 1
57,0,69 -> 1
57,1,45 -> 1
57,2,59 -> 1
57,3,55 -> 1
56,5,56 -> 1
57,5,57 -> 1
56,6,56 -> 1
57,6,57 -> 1
56,7,56 -> 1
57,7,57 -> 1
58,0,70 -> 1
58,1,46 -> 1
58,2,72 -> 1
58,3,56 -> 1
59,0,71 -> 1
59,1,47 -> 1
59,2,72 -> 1
59,3,57 -> 1
58,5,58 -> 1
59,5,59 -> 1
58,6,58 -> 1
59,6,59 -> 1
58,7,58 -> 1
59,7,59 -> 1
60,0,60 -> 1
60,1,48 -> 1
60,2,62 -> 1
60,3,60 -> 1
61,0,61 -> 1
61,1,49 -> 1
61,2,63 -> 1
61,3,61 -> 1
60,5,60 -> 1
61,5,61 -> 1
60,6,60 -> 1
61,6,61 -> 1
60,7,60 -> 1
61,7,61 -> 1
62,0,62 -> 1
62,1,50 -> 1
62,2,64 -> 1
62,3,60 -> 1
63,0,63 -> 1
63,1,51 -> 1
63,2,65 -> 1
63,3,61 -> 1
62,5,62 -> 1
63,5,63 -> 1
62,6,62 -> 1
63,6,63 -> 1
62,7,62 -> 1
63,7,63 -> 1
64,0,64 -> 1
64,1,52 -> 1
64,2,66 -> 1
64,3,62 -> 1
65,0,65 -> 1
65,1,53 -> 1
65,2,67 -> 1
65,3,63 -> 1
64,5,64 -> 1
65,5,65 -> 1
64,6,64 -> 1
65,6,65 -> 1
64,7,64 -> 1
65,7,65 -> 1
66,0,66 -> 1
66,1,54 -> 1
66,2,68 -> 1
66,3,64 -> 1
67,0,67 -> 1
67,1,55 -> 1
67,2,69 -> 1
67,3,65 -> 1
66,5,66 -> 1
67,5,67 -> 1
66,6,66 -> 1
67,6,67 -> 1
66,7,66 -> 1
67,7,67 -> 1
68,0,68 -> 1
68,1,56 -> 1
68,2,70 -> 1
68,3,66 -> 1
69,0,69 -> 1
69,1,57 -> 1
69,2,71 -> 1
69,3,67 -> 1
68,5,68 -> 1
69,5,69 -> 1
68,6,68 -> 1
69,6,69 -> 1
68,7,68 -> 1
69,7,69 -> 1
70,0,70 -> 1
70,1,58 -> 1
70,2,72 -> 1
70,3,68 -> 1
71,0,71 -> 1
71,1,59 -> 1
71,2,72 -> 1
71,3,69 -> 1
70,5,70 -> 1
71,5,71 -> 1
70,6,70 -> 1
71,6,71 -> 1
70,7,70 -> 1
71,7,71 -> 1
72,_,72 -> 1

# Observation function (a,s,o -> p)
0,0,2 -> 1
0,1,2 -> 1
0,2,2 -> 1
0,3,2 -> 1
0,4,2 -> 1
0,5,2 -> 1
0,6,2 -> 1
0,7,2 -> 1
0,8,2 -> 1
0,9,2 -> 1
0,10,2 -> 1
0,11,2 -> 1
0,12,2 -> 1
0,13,2 -> 1
0,14,2 -> 1
0,15,2 -> 1
0,16,2 -> 1
0,17,2 -> 1
0,18,2 -> 1
0,19,2 -> 1
0,20,2 -> 1
0,21,2 -> 1
0,22,2 -> 1
0,23,2 -> 1
0,24,2 -> 1
0,25,2 -> 1
0,26,2 -> 1
0,27,2 -> 1
0,28,2 -> 1
0,29,2 -> 1
0,30,2 -> 1
0,31,2 -> 1
0,32,2 -> 1
0,33,2 -> 1
0,34,2 -> 1
0,35,2 -> 1
0,36,2 -> 1
0,37,2 -> 1
0,38,2 -> 1
0,39,2 -> 1
0,40,2 -> 1
0,41,2 -> 1
0,42,2 -> 1
0,43,2 -> 1
0,44,2 -> 1
0,45,2 -> 1
0,46,2 -> 1
0,47,2 -> 1
0,48,2 -> 1
0,49,2 -> 1
0,50,2 -> 1
0,51,2 -> 1
0,52,2 -> 1
0,53,2 -> 1
0,54,2 -> 1
0,55,2 -> 1
0,56,2 -> 1
0,57,2 -> 1
0,58,2 -> 1
0,59,2 -> 1
0,60,2 -> 1
0,61,2 -> 1
0,62,2 -> 1
0,63,2 -> 1
0,64,2 -> 1
0,65,2 -> 1
0,66,2 -> 1
0,67,2 -> 1
0,68,2 -> 1
0,69,2 -> 1
0,70,2 -> 1
0,71,2 -> 1
1,0,2 -> 1
1,1,2 -> 1
1,2,2 -> 1
1,3,2 -> 1
1,4,2 -> 1
1,5,2 -> 1
1,6,2 -> 1
1,7,2 -> 1
1,8,2 -> 1
1,9,2 -> 1
1,10,2 -> 1
1,11,2 -> 1
1,12,2 -> 1
1,13,2 -> 1
1,14,2 -> 1
1,15,2 -> 1
1,16,2 -> 1
1,17,2 -> 1
1,18,2 -> 1
1,19,2 -> 1
1,20,2 -> 1
1,21,2 -> 1
1,22,2 -> 1
1,23,2 -> 1
1,24,2 -> 1
1,25,2 -> 1
1,26,2 -> 1
1,27,2 -> 1
1,28,2 -> 1
1,29,2 -> 1
1,30,2 -> 1
1,31,2 -> 1
1,32,2 -> 1
1,33,2 -> 1
1,34,2 -> 1
1,35,2 -> 1
1,36,2 -> 1
1,37,2 -> 1
1,38,2 -> 1
1,39,2 -> 1
1,40,2 -> 1
1,41,2 -> 1
1,42,2 -> 1
1,43,2 -> 1
1,44,2 -> 1
1,45,2 -> 1
1,46,2 -> 1
1,47,2 -> 1
1,48,2 -> 1
1,49,2 -> 1
1,50,2 -> 1
1,51,2 -> 1
1,52,2 -> 1
1,53,2 -> 1
1,54,2 -> 1
1,55,2 -> 1
1,56,2 -> 1
1,57,2 -> 1
1,58,2 -> 1
1,59,2 -> 1
1,60,2 -> 1
1,61,2 -> 1
1,62,2 -> 1
1,63,2 -> 1
1,64,2 -> 1
1,65,2 -> 1
1,66,2 -> 1
1,67,2 -> 1
1,68,2 -> 1
1,69,2 -> 1
1,70,2 -> 1
1,71,2 -> 1
2,0,2 -> 1
2,1,2 -> 1
2,2,2 -> 1
2,3,2 -> 1
2,4,2 -> 1
2,5,2 -> 1
2,6,2 -> 1
2,7,2 -> 1
2,8,2 -> 1
2,9,2 -> 1
2,10,2 -> 1
2,11,2 -> 1
2,12,2 -> 1
2,13,2 -> 1
2,14,2 -> 1
2,15,2 -> 1
2,16,2 -> 1
2,17,2 -> 1
2,18,2 -> 1
2,19,2 -> 1
2,20,2 -> 1
2,21,2 -> 1
2,22,2 -> 1
2,23,2 -> 1
2,24,2 -> 1
2,25,2 -> 1
2,26,2 -> 1
2,27,2 -> 1
2,28,2 -> 1
2,29,2 -> 1
2,30,2 -> 1
2,31,2 -> 1
2,32,2 -> 1
2,33,2 -> 1
2,34,2 -> 1
2,35,2 -> 1
2,36,2 -> 1
2,37,2 -> 1
2,38,2 -> 1
2,39,2 -> 1
2,40,2 -> 1
2,41,2 -> 1
2,42,2 -> 1
2,43,2 -> 1
2,44,2 -> 1
2,45,2 -> 1
2,46,2 -> 1
2,47,2 -> 1
2,48,2 -> 1
2,49,2 -> 1
2,50,2 -> 1
2,51,2 -> 1
2,52,2 -> 1
2,53,2 -> 1
2,54,2 -> 1
2,55,2 -> 1
2,56,2 -> 1
2,57,2 -> 1
2,58,2 -> 1
2,59,2 -> 1
2,60,2 -> 1
2,61,2 -> 1
2,62,2 -> 1
2,63,2 -> 1
2,64,2 -> 1
2,65,2 -> 1
2,66,2 -> 1
2,67,2 -> 1
2,68,2 -> 1
2,69,2 -> 1
2,70,2 -> 1
2,71,2 -> 1
3,0,2 -> 1
3,1,2 -> 1
3,2,2 -> 1
3,3,2 -> 1
3,4,2 -> 1
3,5,2 -> 1
3,6,2 -> 1
3,7,2 -> 1
3,8,2 -> 1
3,9,2 -> 1
3,10,2 -> 1
3,11,2 -> 1
3,12,2 -> 1
3,13,2 -> 1
3,14,2 -> 1
3,15,2 -> 1
3,16,2 -> 1
3,17,2 -> 1
3,18,2 -> 1
3,19,2 -> 1
3,20,2 -> 1
3,21,2 -> 1
3,22,2 -> 1
3,23,2 -> 1
3,24,2 -> 1
3,25,2 -> 1
3,26,2 -> 1
3,27,2 -> 1
3,28,2 -> 1
3,29,2 -> 1
3,30,2 -> 1
3,31,2 -> 1
3,32,2 -> 1
3,33,2 -> 1
3,34,2 -> 1
3,35,2 -> 1
3,36,2 -> 1
3,37,2 -> 1
3,38,2 -> 1
3,39,2 -> 1
3,40,2 -> 1
3,41,2 -> 1
3,42,2 -> 1
3,43,2 -> 1
3,44,2 -> 1
3,45,2 -> 1
3,46,2 -> 1
3,47,2 -> 1
3,48,2 -> 1
3,49,2 -> 1
3,50,2 -> 1
3,51,2 -> 1
3,52,2 -> 1
3,53,2 -> 1
3,54,2 -> 1
3,55,2 -> 1
3,56,2 -> 1
3,57,2 -> 1
3,58,2 -> 1
3,59,2 -> 1
3,60,2 -> 1
3,61,2 -> 1
3,62,2 -> 1
3,63,2 -> 1
3,64,2 -> 1
3,65,2 -> 1
3,66,2 -> 1
3,67,2 -> 1
3,68,2 -> 1
3,69,2 -> 1
3,70,2 -> 1
3,71,2 -> 1
4,0,2 -> 1
4,1,2 -> 1
4,2,2 -> 1
4,3,2 -> 1
4,4,2 -> 1
4,5,2 -> 1
4,6,2 -> 1
4,7,2 -> 1
4,8,2 -> 1
4,9,2 -> 1
4,10,2 -> 1
4,11,2 -> 1
4,12,2 -> 1
4,13,2 -> 1
4,14,2 -> 1
4,15,2 -> 1
4,16,2 -> 1
4,17,2 -> 1
4,18,2 -> 1
4,19,2 -> 1
4,20,2 -> 1
4,21,2 -> 1
4,22,2 -> 1
4,23,2 -> 1
4,24,2 -> 1
4,25,2 -> 1
4,26,2 -> 1
4,27,2 -> 1
4,28,2 -> 1
4,29,2 -> 1
4,30,2 -> 1
4,31,2 -> 1
4,32,2 -> 1
4,33,2 -> 1
4,34,2 -> 1
4,35,2 -> 1
4,36,2 -> 1
4,37,2 -> 1
4,38,2 -> 1
4,39,2 -> 1
4,40,2 -> 1
4,41,2 -> 1
4,42,2 -> 1
4,43,2 -> 1
4,44,2 -> 1
4,45,2 -> 1
4,46,2 -> 1
4,47,2 -> 1
4,48,2 -> 1
4,49,2 -> 1
4,50,2 -> 1
4,51,2 -> 1
4,52,2 -> 1
4,53,2 -> 1
4,54,2 -> 1
4,55,2 -> 1
4,56,2 -> 1
4,57,2 -> 1
4,58,2 -> 1
4,59,2 -> 1
4,60,2 -> 1
4,61,2 -> 1
4,62,2 -> 1
4,63,2 -> 1
4,64,2 -> 1
4,65,2 -> 1
4,66,2 -> 1
4,67,2 -> 1
4,68,2 -> 1
4,69,2 -> 1
4,70,2 -> 1
4,71,2 -> 1
5,0,1 -> po_0.0_0
5,0,0 -> 1-po_0.0_0
5,1,1 -> po_0.1_0
5,1,0 -> 1-po_0.1_0
5,2,1 -> po_0.0_1
5,2,0 -> 1-po_0.0_1
5,3,1 -> po_0.1_1
5,3,0 -> 1-po_0.1_1
5,4,1 -> po_0.0_0
5,4,0 -> 1-po_0.0_0
5,5,1 -> po_0.1_0
5,5,0 -> 1-po_0.1_0
5,6,1 -> po_0.0_2
5,6,0 -> 1-po_0.0_2
5,7,1 -> po_0.1_2
5,7,0 -> 1-po_0.1_2
5,8,1 -> po_0.0_3
5,8,0 -> 1-po_0.0_3
5,9,1 -> po_0.1_3
5,9,0 -> 1-po_0.1_3
5,10,1 -> po_0.0_4
5,10,0 -> 1-po_0.0_4
5,11,1 -> po_0.1_4
5,11,0 -> 1-po_0.1_4
5,12,1 -> po_0.0_5
5,12,0 -> 1-po_0.0_5
5,13,1 -> po_0.1_5
5,13,0 -> 1-po_0.1_5
5,14,1 -> po_0.0_0
5,14,0 -> 1-po_0.0_0
5,15,1 -> po_0.1_0
5,15,0 -> 1-po_0.1_0
5,16,1 -> po_0.0_5
5,16,0 -> 1-po_0.0_5
5,17,1 -> po_0.1_5
5,17,0 -> 1-po_0.1_5
5,18,1 -> po_0.0_6
5,18,0 -> 1-po_0.0_6
5,19,1 -> po_0.1_6
5,19,0 -> 1-po_0.1_6
5,20,1 -> po_0.0_7
5,20,0 -> 1-po_0.0_7
5,21,1 -> po_0.1_7
5,21,0 -> 1-po_0.1_7
5,22,1 -> po_0.0_8
5,22,0 -> 1-po_0.0_8
5,23,1 -> po_0.1_8
5,23,0 -> 1-po_0.1_8
5,24,1 -> po_0.0_6
5,24,0 -> 1-po_0.0_6
5,25,1 -> po_0.1_6
5,25,0 -> 1-po_0.1_6
5,26,1 -> po_0.0_2
5,26,0 -> 1-po_0.0_2
5,27,1 -> po_0.1_2
5,27,0 -> 1-po_0.1_2
5,28,1 -> po_0.0_6
5,28,0 -> 1-po_0.0_6
5,29,1 -> po_0.1_6
5,29,0 -> 1-po_0.1_6
5,30,1 -> po_0.0_9
5,30,0 -> 1-po_0.0_9
5,31,1 -> po_0.1_9
5,31,0 -> 1-po_0.1_9
5,32,1 -> po_0.0_10
5,32,0 -> 1-po_0.0_10
5,33,1 -> po_0.1_10
5,33,0 -> 1-po_0.1_10
5,34,1 -> po_0.0_11
5,34,0 -> 1-po_0.0_11
5,35,1 -> po_0.1_11
5,35,0 -> 1-po_0.1_11
5,36,1 -> po_0.0_7
5,36,0 -> 1-po_0.0_7
5,37,1 -> po_0.1_7
5,37,0 -> 1-po_0.1_7
5,38,1 -> po_0.0_3
5,38,0 -> 1-po_0.0_3
5,39,1 -> po_0.1_3
5,39,0 -> 1-po_0.1_3
5,40,1 -> po_0.0_7
5,40,0 -> 1-po_0.0_7
5,41,1 -> po_0.1_7
5,41,0 -> 1-po_0.1_7
5,42,1 -> po_0.0_10
5,42,0 -> 1-po_0.0_10
5,43,1 -> po_0.1_10
5,43,0 -> 1-po_0.1_10
5,44,1 -> po_0.0_12
5,44,0 -> 1-po_0.0_12
5,45,1 -> po_0.1_12
5,45,0 -> 1-po_0.1_12
5,46,1 -> po_0.0_13
5,46,0 -> 1-po_0.0_13
5,47,1 -> po_0.1_13
5,47,0 -> 1-po_0.1_13
5,48,1 -> po_0.0_8
5,48,0 -> 1-po_0.0_8
5,49,1 -> po_0.1_8
5,49,0 -> 1-po_0.1_8
5,50,1 -> po_0.0_4
5,50,0 -> 1-po_0.0_4
5,51,1 -> po_0.1_4
5,51,0 -> 1-po_0.1_4
5,52,1 -> po_0.0_8
5,52,0 -> 1-po_0.0_8
5,53,1 -> po_0.1_8
5,53,0 -> 1-po_0.1_8
5,54,1 -> po_0.0_11
5,54,0 -> 1-po_0.0_11
5,55,1 -> po_0.1_11
5,55,0 -> 1-po_0.1_11
5,56,1 -> po_0.0_13
5,56,0 -> 1-po_0.0_13
5,57,1 -> po_0.1_13
5,57,0 -> 1-po_0.1_13
5,58,1 -> po_0.0_14
5,58,0 -> 1-po_0.0_14
5,59,1 -> po_0.1_14
5,59,0 -> 1-po_0.1_14
5,60,1 -> po_0.0_15
5,60,0 -> 1-po_0.0_15
5,61,1 -> po_0.1_15
5,61,0 -> 1-po_0.1_15
5,62,1 -> po_0.0_13
5,62,0 -> 1-po_0.0_13
5,63,1 -> po_0.1_13
5,63,0 -> 1-po_0.1_13
5,64,1 -> po_0.0_15
5,64,0 -> 1-po_0.0_15
5,65,1 -> po_0.1_15
5,65,0 -> 1-po_0.1_15
5,66,1 -> po_0.0_16
5,66,0 -> 1-po_0.0_16
5,67,1 -> po_0.1_16
5,67,0 -> 1-po_0.1_16
5,68,1 -> po_0.0_17
5,68,0 -> 1-po_0.0_17
5,69,1 -> po_0.1_17
5,69,0 -> 1-po_0.1_17
5,70,1 -> po_0.0_18
5,70,0 -> 1-po_0.0_18
5,71,1 -> po_0.1_18
5,71,0 -> 1-po_0.1_18
6,0,1 -> po_1.0_0
6,0,0 -> 1-po_1.0_0
6,1,1 -> po_1.1_0
6,1,0 -> 1-po_1.1_0
6,2,1 -> po_1.0_5
6,2,0 -> 1-po_1.0_5
6,3,1 -> po_1.1_5
6,3,0 -> 1-po_1.1_5
6,4,1 -> po_1.0_6
6,4,0 -> 1-po_1.0_6
6,5,1 -> po_1.1_6
6,5,0 -> 1-po_1.1_6
6,6,1 -> po_1.0_7
6,6,0 -> 1-po_1.0_7
6,7,1 -> po_1.1_7
6,7,0 -> 1-po_1.1_7
6,8,1 -> po_1.0_8
6,8,0 -> 1-po_1.0_8
6,9,1 -> po_1.1_8
6,9,0 -> 1-po_1.1_8
6,10,1 -> po_1.0_15
6,10,0 -> 1-po_1.0_15
6,11,1 -> po_1.1_15
6,11,0 -> 1-po_1.1_15
6,12,1 -> po_1.0_1
6,12,0 -> 1-po_1.0_1
6,13,1 -> po_1.1_1
6,13,0 -> 1-po_1.1_1
6,14,1 -> po_1.0_0
6,14,0 -> 1-po_1.0_0
6,15,1 -> po_1.1_0
6,15,0 -> 1-po_1.1_0
6,16,1 -> po_1.0_2
6,16,0 -> 1-po_1.0_2
6,17,1 -> po_1.1_2
6,17,0 -> 1-po_1.1_2
6,18,1 -> po_1.0_3
6,18,0 -> 1-po_1.0_3
6,19,1 -> po_1.1_3
6,19,0 -> 1-po_1.1_3
6,20,1 -> po_1.0_4
6,20,0 -> 1-po_1.0_4
6,21,1 -> po_1.1_4
6,21,0 -> 1-po_1.1_4
6,22,1 -> po_1.0_13
6,22,0 -> 1-po_1.0_13
6,23,1 -> po_1.1_13
6,23,0 -> 1-po_1.1_13
6,24,1 -> po_1.0_0
6,24,0 -> 1-po_1.0_0
6,25,1 -> po_1.1_0
6,25,0 -> 1-po_1.1_0
6,26,1 -> po_1.0_5
6,26,0 -> 1-po_1.0_5
6,27,1 -> po_1.1_5
6,27,0 -> 1-po_1.1_5
6,28,1 -> po_1.0_6
6,28,0 -> 1-po_1.0_6
6,29,1 -> po_1.1_6
6,29,0 -> 1-po_1.1_6
6,30,1 -> po_1.0_7
6,30,0 -> 1-po_1.0_7
6,31,1 -> po_1.1_7
6,31,0 -> 1-po_1.1_7
6,32,1 -> po_1.0_8
6,32,0 -> 1-po_1.0_8
6,33,1 -> po_1.1_8
6,33,0 -> 1-po_1.1_8
6,34,1 -> po_1.0_15
6,34,0 -> 1-po_1.0_15
6,35,1 -> po_1.1_15
6,35,0 -> 1-po_1.1_15
6,36,1 -> po_1.0_2
6,36,0 -> 1-po_1.0_2
6,37,1 -> po_1.1_2
6,37,0 -> 1-po_1.1_2
6,38,1 -> po_1.0_6
6,38,0 -> 1-po_1.0_6
6,39,1 -> po_1.1_6
6,39,0 -> 1-po_1.1_6
6,40,1 -> po_1.0_9
6,40,0 -> 1-po_1.0_9
6,41,1 -> po_1.1_9
6,41,0 -> 1-po_1.1_9
6,42,1 -> po_1.0_10
6,42,0 -> 1-po_1.0_10
6,43,1 -> po_1.1_10
6,43,0 -> 1-po_1.1_10
6,44,1 -> po_1.0_11
6,44,0 -> 1-po_1.0_11
6,45,1 -> po_1.1_11
6,45,0 -> 1-po_1.1_11
6,46,1 -> po_1.0_16
6,46,0 -> 1-po_1.0_16
6,47,1 -> po_1.1_16
6,47,0 -> 1-po_1.1_16
6,48,1 -> po_1.0_3
6,48,0 -> 1-po_1.0_3
6,49,1 -> po_1.1_3
6,49,0 -> 1-po_1.1_3
6,50,1 -> po_1.0_7
6,50,0 -> 1-po_1.0_7
6,51,1 -> po_1.1_7
